Timestamp,Honeypot,Src_IP,Country,Confidence,Event,Details,MITRE_ID,MITRE_Technique
2026-01-06T01:15:59.292919Z,Cowrie,1.238.106.229,KR,100,cowrie.session.connect,,T1046,Network Service Discovery
2026-01-06T01:15:59.293755Z,Cowrie,1.238.106.229,KR,100,cowrie.client.version,,T1071,Standard Application Layer Protocol
2026-01-06T01:15:59.387615Z,Cowrie,1.238.106.229,KR,100,cowrie.client.kex,,T1071,Standard Application Layer Protocol
2026-01-06T01:15:59.803471Z,Cowrie,1.238.106.229,KR,100,cowrie.login.failed,,T1110,Brute Force
2026-01-06T01:16:00.899105Z,Cowrie,1.238.106.229,KR,100,cowrie.session.closed,,T1071,Standard Application Layer Protocol
2026-01-06T01:16:01.003802Z,Cowrie,1.238.106.229,KR,100,cowrie.session.connect,,T1046,Network Service Discovery
2026-01-06T01:16:01.004538Z,Cowrie,1.238.106.229,KR,100,cowrie.client.version,,T1071,Standard Application Layer Protocol
2026-01-06T01:16:01.107004Z,Cowrie,1.238.106.229,KR,100,cowrie.client.kex,,T1071,Standard Application Layer Protocol
2026-01-06T01:16:01.553483Z,Cowrie,1.238.106.229,KR,100,cowrie.login.failed,,T1110,Brute Force
2026-01-06T01:16:02.655331Z,Cowrie,1.238.106.229,KR,100,cowrie.session.closed,,T1071,Standard Application Layer Protocol
